Proposicoes,Ementa,Autor,UF,Partido,Apresentscao,Situacao,Link,Codfificacao Georgia,Codificacao Flavia,Codfificacao por busca de palavras,pandemia,covid,coronav,emergencial,calamidade
PL 1757/2020,"Dispõe sobre a inclusão do §4º no art.37 do Capítulo IX-Da Habitação, da Lei nº 10.741, de 03 de outubro de 2003, para que as instituições que abriguem idosos instalem nas suas dependências internas e externas sistemas de monitoramento eletrônico e equipamento de gravação. ",Carlos Chiodini,SC,MDB,09/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247294,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1755/2020,"Proíbe os bancos de cobrar taxas ou tarifas bancárias das contas-salário, das contas-correntes e das de poupança nas transações feitas pela internet, aplicativos e canais de autoatendimento.",Luis Tibé,MG,AVANTE,09/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247087,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1753/2020,"Fixa o preço do Gás Liquefeito de Petróleo (GLP) vendido para distribuição, nas refinarias e terminais, durante a vigência do Decreto Legislativo nº 6, de 20 de março de 2020.",Danilo Cabral,PE,PSB,09/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247076,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1752/2020,"Inclui dispositivo no Decreto-Lei 5.452, de 1º de maio de 1943 (Consolidação das Leis do Trabalho) para instituir o adicional de insalubridade de 50% para todos os profissionais que exerçam atividade em hospitais e clínicas médicas durante o período de vigência do Decreto Legislativo nº 6, de 20 de março de 2020.",Fábio Henrique,SE,PDT,09/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247075,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1750/2020,"Acrescenta Artigo 16-A à Lei nº 10.260, de 12 de julho de 2020.",Talíria Petrone,RJ,PSOL,09/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247069,1,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1748/2020,Suspende a partir de 20/03/2020 a 20/06/2020 as multas contratuais ,Francisco Jr.,GO,PSD,09/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247065,1,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1747/2020,"Altera o parágrafo único, transformando-o em parágrafo primeiro e inclui parágrafo segundo ao artigo 13 da lei nº 9.656, de 3 de junho de 1998, que dispõe sobre os planos e seguros privados de assistência à saúde.",Francisco Jr.,GO,PSD,09/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247064,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1746/2020,Altera a lei 9.492/1997 que define competências e regulamenta os serviços concernentes ao protesto de títulos e outros documentos de dívida e dá outras providências..,Francisco Jr.,GO,PSD,09/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247063,1,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1744/2020,"Estabelece medidas para garantia de renda aos taxistas, mototaxistas, motoristas de transporte de turismo, motoristas de veículos particulares de transporte de pessoas ou produtos por aplicativos de celular e dá outras  providências.",Paulo Pimenta,RS,PT,09/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247054,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1741/2020,"Autoriza a concessão de prazo adicional para pagamento das dívidas relativas à cafeicultura no ano de 2020, e dá outras providências.",Mário Heringer,MG,PDT,08/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247050,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1737/2020,"Altera a Lei nº 7.805, de 18 de julho de 1989, e institui o regime de Permissão de Lavra Indígena.",Capitão Alberto Neto,AM,REPUBLIC,08/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247019,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PLP 87/2020,"Dispõe sobre a suspensão temporária de contratos de crédito consignado firmados entre aposentados e/ou pensionistas e instituições financeiras, além do perdão da dívida dos referidos contratos quando as parcelas pagas atinjam o montante mínimo equivalente ao valor histórico do empréstimo.",Joseildo Ramos,BA,PT,08/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247003,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1735/2020,"Altera o Decreto-lei n° 2.848, de 7 de dezembro de 1940, o Código Penal Brasileiro, para acrescentar o novo tipo penal de apologia de crime ou criminoso e/ou indução ou instigação à prática de crimes mediante a publicação de fotografia, imagem, áudio, vídeo
ou outro registro audiovisual; e para elevar as penas previstas para os tipos penais insertos no art. 286, do CP (incitação ao crime) e no art. 287, do CP (apologia de crime ou criminoso).",Guilherme Derrite,SP,PP,08/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2246986,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1732/2020,"Altera a Lei nº 9.784, de 29 de janeiro de 1999, que ""Regula o processo administrativo no âmbito da Administração Pública Federal"", para ampliar direitos e garantias dos administrados perante o Poder Público.  ",Bosco Costa,SE,PL,08/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2246806,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1728/2020,Autoriza a União e aos Estados conceder créditos às pessoas jurídicas de direito privado e dá outras providências ,Alexandre Frota,SP,PSDB,08/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2246802,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1727/2020,"Altera o artigo 2° da Lei 13.982 de 2 de abril de 2020, para inserir o item ""d"" no artigo 2°,  abrangendo pessoas que, apesar de terem rendimentos superiores ao determinado, tiveram seus rendimentos do trabalho informal reduzidos substancialmente.",Alexandre Frota,SP,PSDB,08/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2246801,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1723/2020,"Altera a Lei nº 13.340, de 28 de setembro de 2016 e dá outras providências",Nivaldo Albuquerque,AL,PTB,08/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2246545,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1282/2020,"Institui o Programa Nacional de Apoio às Microempresas e Empresas de Pequeno Porte (Pronampe), para o desenvolvimento e fortalecimento dos pequenos negócios.",Senado Federal - Jorginho Mello,SC,PL,08/04/2020,Transformado em Norma Jurídica,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247028,0,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1719/2020,"Acrescenta o artigo 3º-B a Lei nº 7.998, de 11 de janeiro de 1990, para estabelecer a percepção de seguro-desemprego ao trabalhador dispensado no período de emergência de saúde pública reconhecida pelo Poder Público. ",José Nelto,GO,PODE,08/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2245008,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1717/2020,"Altera a Lei nº 10.925, de 23 de julho de 2004, para incluir o álcool para limpeza de uso pessoal, líquido ou em gel, entre os itens  da cesta básica desonerados de contribuição para o PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social COFINS incidentes na importação e sobre a receita bruta de venda no mercado interno.",Rejane Dias,PI,PT,08/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2245006,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1716/2020,"Acrescenta o § 1o_A ao art . 3° da Lei nº 13.979 , de 6 de fevereiro de 2020 , para obrigar a testagem em massa de pacientes sintomáticos.",Marreca Filho,MA,PATRIOTA,08/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2245005,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1713/2020,"Dispõe sobre a redução de encargos educacionais em 50% (cinquenta por cento) e sobre a suspensão de pagamento de obrigações financeiras por parte dos alunos beneficiários de financiamento estudantil em cursos regulares presenciais de instituições de ensino privadas,",Marreca Filho,MA,PATRIOTA,08/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2245001,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1711/2020,Restringe o uso de automóveis oficiais.,Chris Tonietto,RJ,PSL,08/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244994,1,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MPV 949/2020,"Abre crédito extraordinário, em favor do Ministério de Minas e Energia, no valor de R$ 900.000.000,00, para o fim que especifica.",Poder Executivo,,,08/04/2020,Perdeu a Eficácia,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2246358,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
MPV 947/2020,"Abre crédito extraordinário, em favor do Ministério da Saúde, no valor de R$ 2.600.000.000,00, para os fins que especifica.",Poder Executivo,,,08/04/2020,Perdeu a Eficácia,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2246356,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1710/2020,"Altera as Leis nos 8.742, de 7 de dezembro de 1993, e 10.741, de 1º de outubro de 2003, para assegurar serviço de comunicação de emergências ocorridas com a pessoa idosa e com a pessoa com deficiência.",Rubens Bueno;Carmen Zanotto;Denis Bezerra;Tereza Nelma;Vilson da Fetaemg;Ossesio Silva;Flávia Morais;Marcelo Freixo;Dulce Miranda;Lídice da Mata;Norma Ayub;Rosana Valle;Felício Laterça,PR;SC;CE;AL;MG;PE;GO;RJ;TO;BA;ES;SP;RJ,CIDADANIA;CIDADANIA;PSB;PSDB;PSB;REPUBLIC;PDT;PSOL;MDB;PSB;DEM;PSB;PSL,08/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244992,1,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1702/2020,Dispõe sobre o fornecimento obrigatório de tomadas para carregamento de celular e equipamentos com acesso à rede mundial de computadores (internet) nos prédios públicos em todo o país.,Edna Henrique,PB,PSDB,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244954,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1701/2020,Capitula como abusiva a cobrança adicional de valores referentes à efetivação ou renovação de matrícula nas instituições de ensino privadas.,Edna Henrique,PB,PSDB,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244953,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1700/2020,"Acrescenta o inciso IX ao caput do art. 3º da Lei nº  13.979, de 6 de fevereiro de 2020.",Edna Henrique,PB,PSDB,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244952,1,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1699/2020,"Inclui art. 3º-B na Lei nº 12.764, de 27 de dezembro de 2012, para dispor sobre a transferência de alunos com transtornos globais do desenvolvimento.",Edna Henrique,PB,PSDB,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244951,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1698/2020,Dispõe sobre a suspensão do pagamento das faturas de energia elétrica das unidades consumidoras classificadas como residenciais. ,Edna Henrique,PB,PSDB,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244950,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1697/2020,Disciplina a recolocação de produtos eletrônicos no mercado de consumo.,Edna Henrique,PB,PSDB,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244949,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1696/2020,"Acrescenta parágrafo único ao art. 7º-B da Lei nº 8.906, de 4 de julho de 1994, que ""Dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil (OAB) "".",Edna Henrique,PB,PSDB,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244948,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1693/2020,Dispõe sobre a concessão de pensão especial para as pessoas com a doença Síndrome de Cornélia de Langes.,Geninho Zuliani,SP,DEM,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244945,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1692/2020,"Dispõe sobre o transporte público municipal, intermunicipal e interestadual, e dá outras providências",Alexandre Frota,SP,PSDB,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244942,0,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1691/2020,"Altera o disposto no artigo 8° da Lei 13.335 de 25 de julho de 2006, para inserir os parágrafos 1° e 2° ao artigo 8°, para dispor sobre a contratação de pessoas com deficiência nos gabinetes dos parlamentares.",Alexandre Frota,SP,PSDB,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244932,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1690/2020,"Dispõe sobre o pagamento de dívidas da União, Estados e Municípios, com os respectivos precatórios já emitidos, para realizar os pagamentos aos idosos no primeiro semestre do ano de 2020, em virtude do decreto legislativo n° 6 de 20 de março de 2020",Alexandre Frota,SP,PSDB,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244930,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1688/2020,"Altera a lei nº 13.979, de 6 de fevereiro de 2020, para que sejam fornecidos Equipamentos de Proteção Individual para todos os profissionais dos serviços essenciais e dá outras providências.",Policial Katia Sastre,SP,PL,07/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244928,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1687/2020,"Proíbe o aumento, sem justa causa, do preço de produtos ou serviços essenciais de que tratam os Decretos n° 10.282, de 20 de março de 2020, e 10.292, de 26 de março de 2020, e a Lei n° 8.078/1990 (Código de Defesa do Consumidor).",Erika Kokay,DF,PT,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244927,1,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1681/2020,Institui a Data Nacional do Jejum e da Oração.,Enéias Reis,MG,PSL,07/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244918,0,0,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PL 1669/2020,"Altera o Decreto-lei nº 73, de 1966, que dispõe sobre o Sistema Nacional de Seguros Privados, para proibir a exoneração da responsabilidade das Seguradoras em caso de epidemia. ",Luis Tibé,MG,AVANTE,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244225,1,1,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
